Structure [idcode]	MolRegNo	m	Value	Unit	Type	pValue	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	
em[TJDDKNfklYUPMBBP@eWlBTRVTTTTRRRbbQLvTTRrtXxLljvYE`@if`jAjbj`hHX`PVhAh@@ !BBhdlFH@qsU@lFBrXs]@lf@C~YVBliqi`FBp_FhBNsT}`Fox@nrllYzqgilBDJ{\Bb@H_FlwOXAjYpKlkaBl_FnCjVU~YpKlkaBnDJq|Zf]~YpKlk	414206	=	0.8	nM	IC50	9.1	0.3	15.88	8.14			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
ek_TNDDKNfkbYU]SPMBBP@eWlBTRVTTTTRRRbbQLtrRbJTTXxLljvqY`@if`jAjbhHJJYbAAZbF`@ !BvmdlFH@qsU@lFBrXs]@lf@C~YVBliqi`FBp_FhBNsT}`Fox@nrllYzqgilBDJ{\Bb@H_FlwOXAjYpKlkilADJq|ZXAi`Fig@nrlDJq|ZXAjYpKlkaBlfp@	414205	=	0.3	nM	IC50	9.52	0.3	15.8	6.39			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
egP|NLDLEGHDCLQ]SP@cfPmtC^mgIIKDedihhheEDbeDleLThU@IHEd\BcRm@ASSUUAPA@TUTp`a}PsP@@ !BvTPfNxQfv{gc_Be{v{g[N\e{v{gc_MXDv{fsXkg[lqw~^FJsA?{[aloruOKxkfWkG[Oc@vJsxkOjz?nnvxYeFqvsG[OIANLC~z{[aavsrPSc@}nFrPSc@w?u	414204	=	2.9	nM	IC50	8.54	0.26	13.39	4.97			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
eoX|FDDKNcVkbYU]PMBBP@eWlBTRVTTTTRRRbbQLtrRbJTTlXxLljvqY`@if`jAjbhHJJYjHDEjHZ@@ !BNldlFH@qsU@lFBrXs]@lf@C~YVBliqi`FBp_FhBNsT}`Fox@nrllYzqgilBDJ{\Bb@H_FlwOXAjYpKlkilADJq|ZXAi`Fig@nrlDJq|ZXAjYpKlkIlBDJv@ZV]|	414202	=	1.4	nM	IC50	8.85	0.26	14.06	6.7			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
ek_\FDDKNcVkbYU]PMBBP@eWlBTRVTTTTRRRbbQLtrRbJTTXxLljvqY`@if`jAjbhHJJYbAAZbF`@ !BbhdlFH@qsU@lFBrXs]@lf@C~YVBliqi`FBp_FhBNsT}`Fox@nrllYzqgilBDJ{_|b@H_FlwOXAjYpKlkilADJq|ZXAi`Fig@nrlDJq|ZXAjYpKlkIlBDJp	414200	=	0.3	nM	IC50	9.52	0.3	15.83	6.15			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
e`t|FLDKBe\`^YW_PMBBP~d@I}{@eDeeEEEDeDdiecDhdUMEChhqpYXumbs@ASMASAUDEPTTuSDBAuAM@@ !B@HgcvKIpWsGcNNOXWsGcNE?~feCcQzUPq~qPfkHOgtxofox`in@db~OGDt][bu^BJHIPfe}NKyhdbvY`xt^YxEnKTEiPfb~ZIDnfXIg`VxmPfigoKyhdRr~ef^A[bp	414199	=	0.3	nM	IC50	9.52	0.28	14.7	7.21			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
em[TFDDKNfkbQYUPMBBP@eWlBTRVTTTTRRRbbQLtrRbJTXxLljvqY`@if`jAjbhHJJX`PVhah@@ !BVgdlFH@qsU@lFBrXs]@lf@C~YVBliqi`FBp_FhANsT}`Fox@nrllYzqgilBDJ{\Bb@H_FlwOXAjYpKlkilADJq|ZXAi`Fig@nrlDJq|ZXAjYpKlk	414198	=	0.4	nM	IC50	9.4	0.31	16.35	7.12			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
ecWTFLDKBl`Z^U]PMBBP~d@Iu{@eDeeEEEDeDdiecDhdUMJhqpYXumbs@ASMASAUDEPTULPHGTDt@@ !B@NdSvKIpwsDSvNOXWsGcvM?~fi@SqzVPqvrPfcHOWtzofo{@ifCDRqOGD|_[Ru^BJHJPfe}NkyhdRvY`D|^YXMmKdIjPfj~ZqDnfhIe`vtnofie`vtl	414197	=	0.7	nM	IC50	9.15	0.29	15.45	6.93			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
eeSTJDDKNfkbQYPMBBP@fWlBTRVTTTTRRRbbQLtrRbNcGAeeVvKL@ELtEPMTUAAQLPHKTPt@@ !BECUtAB@iU]Ct~OQxUYCt^HAAqVClYvk`fAqojd@nKP}`Vox@~polYqqgqjCDjs]Br@IojbvOxEiip@^Kqj@djv}jxEk`vfd`^xoDjv}jzRA{bp	403470	=	1.8	nM	IC50	8.74	0.29	15.65	7.82			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
em[TJLDKBl`VYUPMBBP~d@IU{@eDeeEEEDeDdiecDhdUhUFNCKFmlZX@JYhJXJh`jBJfHDCjBZ@@ !B`NeSFMKP_sESFILXo{FSfG?~FfASivU`Yrq`FmKOotx_Fox@ilBDJuMgTz^{J{\Bb@I`Fk}NGqjfPHPkTv^YpKlkXAi`Fa|ZABnYpKlkGqjYpKlk	414196	=	12.4	nM	IC50	7.91	0.26	13.71	7.07			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
ek_TFLDKBl`Z^]SPMBBP~d@IM{@eDeeEEEDeDdiecDhdUMD]FNCKFmlVX@JYhJXJh`jBbjX`PNhIh@@ !B@Ne}ELhxuuE}EGtTUuE}EM_~^aa}ZpTXZpHX^liGUryg^o{Hefctxwuk?VosxsnRQIHX^e\nYwhLxyZh_VniZOOcfGjX^f]z}NLVjJeh|~LX^f]zjVcsxp	414195	=	6.6	nM	IC50	8.18	0.25	13.48	6.76			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
ehT\FD@LNAHDIco`P@`ZPrRPsSIQJIQIGIPjYQPpiiZh@bBhDjji`PzHvH`J` !BoS\BMs^BRHHwo_z@MxK~_s^}M{wW@oy?@[|woWy@M{uH_S]}uxIW?M\B?h@woS_|@[|w?C]}?k|w?C]}@[|w?@	418845	=	3.1	nM	IC50	8.51	0.35	17.67	6.04			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 17 (16), 4538-4544 (2007)	17574412	10.1016/j.bmcl.2007.05.096	
edZPL@@@DGlbfTbbTbbqdLRvdrNbfag`RPrsUTsUUUUUUUUUpQNIhgEEDhl`@ !BbKw~_tc|@XBHoV?e@XAH?Gy?Tucofdc|_`AH_PF@RCwexGz?ROq~`M}fu@QH_Tc}rwmH@bP[_k?_Yda}rwo_Ynko	419652	=	30	%	Inhibition	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem 15 (14), 4674-4699 (2007)	17521912	10.1016/j.bmc.2007.04.031	
ebRXNHDMHDLBICH`O@cmIrRSKIQYRJsIIIIJKIIGWMUUUUSUUUUUUH[TGD@@ !B@O{~@G?~_k~H@gvw?`A??h`BmpI}m?x@_S^w@hc}mpK~@K]}mpJw_[\Bmwvw@k]}mpJw_[_|_?{}bOvw_w{}mw}~?[]?_`	506372	=	60	ug.mL-1	IC50	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 64 (1), 98-99 (2001)	11170677	10.1021/np000222a	
fby@`@@HR[UUUUUZjinjj`PD` !BbGuH@oz?mww~_s]}?k~w__z?bGuH_Xa}R@JH_X`BbGuH@ha}R@H	484072	=	3000	nM	IC50	5.52	0.38	19.84	14.81		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fby@`@@HR[UUUUUZj[njj`PX` !B_T`BbK?~_S\Bmwvw@c^@?hC~`Oz@?hC~@d`@?`JH`OxBbHC~@d`	484078	=	1500	nM	IC50	5.82	0.4	21.22	15.61		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fby@`@@HR[UUUUUZj[njj`PY@ !Bmwvw?Oy?bOw~_xc}?g~H?Ta}b@NH?Xc}b@JH?X`BbOvH@hc}b@H	484077	=	500	nM	IC50	6.3	0.43	22.96	16.89		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
f`~@`@@HR[UUUUjjnzh@@ !Bo[^?@_pw`G{|MxA~?C^@_dB~@Ox@_`A~`hb@_hJH	484076	=	3000	nM	IC50	5.52	0.47	25.07	14.81		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fby@`@@HR[UUUUUZjknjj`@@ !Bmwvw?Oy?bOw~_xc}?g~H?Ta}b@NH?Xc}b@JH?X`BbOvH@hc}b@H	484075	=	5000	nM	IC50	5.3	0.36	19.18	14.21		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fby@`@@HR[UUUUUZjjnjj`@@ !B_`Bw?H`BbOvH@hc}b@JH?X`BbOvH?Xc}b@IH?X`BbOvH@hc}b@H	484074	=	5000	nM	IC50	5.3	0.36	18.9	14.21		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fby@`@@HR[UUUUUZjinjj`PE@ !B_`Bw?H`BbOvH@hc}b@JH?X`BbOvH?Xc}b@IH?X`BbOvH@hc}b@H	484073	=	2000	nM	IC50	5.7	0.39	20.47	15.28		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fjeA`@@HDdvjvjjjmUU]uUT@@ !Bmwvw?Oy?bOw~_xc}?g~w_Xc}RGvH@xc}bOvH@hc}b@JH?X`BbOvH@`	484094	=	7000	nM	IC50	5.16	0.34	17.63	8.96		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fjuA`@@HxdvkZjjj|DuUUwUUT@@ !B?g~w?Xa}bOrH_X`B?K\@?dc}RGvH@xc}bOvH@hc}b@JH?X`BbOvH@`	484093	=	5000	nM	IC50	5.3	0.34	18.25	10.64		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fby@`@@HR[UUUUUZjjjjj`@@ !Bpm_}upC~Plc@?orHPOxBrDC~?Lc@?osHHO{|r@C~?L``?oqHPOx	66234		0		IC50	0	0	0	0		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fby@`@@HR[UUUUUZjjfjj`PT` !B_dBH@c]|q?MWwB]SEqsgDr\lU|O~_rbcVJrhXu`lrDMxmHc}zY|	4361		0		IC50	0	0	0	0		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fkAP@@HEd^QQIQ[JJJJJUYPqTYzIZmUUUUTuTuTpbRdTmHr]JrZ@@ !BzEw~gtbBRCwho^aB?m|hHb`}?k|hoU^}?e}H`oy_CxIW_Ta}?hAHoT`BBDIHO_x@zEuh_E{oJAt	9495	=	0.6	nM	Ki	9.22	0.43	22.8	12.66		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
fkAP@@HEd^QQIQ[JJJJJUYPqTYzIZmUUUUTuTuTpbRdTmHr]JrZ@@ !BzEw~gtbBRCwho^aB?m|hHb`}?k|hoU^}?e}H`oy_CxIW_Ta}?hAHoT`BBDIHO_x@zEuh_E{oJAt	9495	=	2	nM	IC50	8.7	0.41	21.5	11.94		Homo sapiens	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Nat Prod 52 (1), 153-161 (1989)		10.1021/np50061a020	
ebV\JH@AIH`fcd\PICHhdlheDdhhlXlhheeiPpii}C@AMUTuUUAPPpbAUDu@@ !BFnC@iblDFn@ZxBnDFaC`FiNX?hBlfK^BfJqexM\C?hAH_U|fUHRw`d`B`XCW@ta}mxIH@oy?`XCW@ta}RGvw`oy?`XCW@p	449069	=	13.5	nM	Kd	7.87	0.3	15.82	6.31			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ehT\FD@LNAHDIco`P@`ZPrRPsSIQJIQIGIPjYQPpiiZh@bBhDjji`PzHvH`J` !BoS\BMs^BRHHwo_z@MxK~_s^}M{wW@oy?@[|woWy@M{uH_S]}uxIW?M\B?h@woS_|@[|w?C]}?k|w?C]}@[|w?@	418845	=	17	nM	Kd	7.77	0.32	16.13	5.51			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
e`|tAL@LCHDBV^]W_P@aFPEdLddJbbbbRbRbrTQVRRVbfvtJfagcPuwvJuRDt@UP@TATTuUSPB@MDm@@ !Bh`~]|Hc|s|vH_Yg_mpIH?@F?@k\?LSlkO`BH_Ta}@O{}u{vw]pJWWGAb?g|BmxJw?K^?@]\CbGw}M{vw_S]wPh`B@k]?@TD@uxO~@Ha}oW]wPh`BPXCW`w]BPPCW@p	449080	=	42.7	nM	Kd	7.37	0.21	10.76	4.75			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ee[\ND@LJCHDFhZQYP@cFPrRPjJJJIJIJKIQWI[Q[SJZF^MCGO@kUMSUAUPA@QUUMPH_TDt@@ !Bh`~]|Hc|S|vH_Yg_mpIH?@F?@k\?LSlkO`BH_Ta}@O{}u{vw]xJWWGAb?g|BmxJw?K^?@]\C?S^}mwtw]tI?@TD@uxN}]w]BPXCW`w]BPPCW@p	449079	=	21.3	nM	Kd	7.67	0.25	12.71	5.43			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
eoTtAL@LCHDHTZU[WP@cFPEdLddJbbbbRbRbrTQVRTRtvqfTtL|ZFn~IVjPf`Bj@B`IhjjihA@FbV`@ !Bh`~]|Hc|S|vH_Yg_mpIH?@F?@k\?LSlkO`BH_Ta}@O{}u{vw]pJWWGAb?g|BmxJw?K^?@]\CbOw}M{vw_S]wPoy?b@HBmw|APPCW`?x@oW]wPdF@uxMwPdD@upL	449078	=	95.7	nM	Kd	7.02	0.2	10.46	4.52			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
efYTJH@CLdi`RZPICHhdlhhhddheEkELdhciPphYdU|c@ARuUSUUPPTSEBGTn`@ !BWJ`@hYvpWJa\jIupWJc@jPe@H`brs{@R}|I@EjBEedCWPwj`~DnXK@^tDBkwpoCBpPCWP}x@JDOwpoCB|LKA@M]CrDOwplD@utL	449077	=	21.6	nM	Kd	7.67	0.28	14.67	7.44			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
eiSTJD@CLdkb^QPI@zPrJIKJJJJIJIHkJIQHjZURacPrhXEF@BfZBfBbBhHjfHDIjHZ@@ !BupK~@G]}m?pw?K]}m?roiPF@_c}SVF|ZrOqHo]]}OpEeD@F@bKu~O?x?_]_H?M]}o?{HoXE@_c}}RGwWr@KH?C|A@XAHoWuH_]^??guHo]\	449076	=	3.2	nM	Kd	8.49	0.28	15.1	7.6			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ea]TJD@CLdklV^PI@zPrJIKJJJJIJIHkJIQHkPjTLZFUC@hp@TsPTpTPUAESDBDuDM@@ !BupK~@G]}m?pw?K]}m?roiPF@_c}SVF|ZrOqHo]]}OpEeD@F@bKu~O?x?_]_H?M]}o?xAPLb}_c}}RGwWrOsH@c|ARKu}RGwWo?y}RKwW	449004	=	14.3	nM	Kd	7.84	0.27	14.3	7.02			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
emWTNH@CFjehV^QYPICHhdlhhhhddeLbiideDThiZFMCBa`\X@JYhJ`ZJ``hifbACjaz`@ !B@TCH?C\B@\C~PC^B@TBPfeMXbOtAPFqXOpEH@`F?rGqeDGwWbGuH?PE@bGv??oy?rOq}RGuW`TAHoS|Ar@KH@kuH_]]HO[?~r@J}RKwW`TAHO\`B	449003	=	9.4	nM	Kd	8.03	0.25	13.64	5.81			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
eiSRJH@CFglZe`V^PICHhdlhhhhddeLbilhheehjFMCBalZX@JYhJ`ZJjB`ah`Pzhnh@@ !B@TCH@c\B@TC~PC^B@TBPfeMXbOtA`FrXOpFH@`F?rOqeDGwWbOuH?PF@bKv??oy?rOq}RGwWRKt?@Rc|?m}}RGuWRKwHo[?~_c}}RKwWRKt	449002	=	14	nM	Kd	7.85	0.26	14.01	5.71			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ekP|FD@CLaTkl^YUPI@zPrJIKJJJJIJIHkJIQHkQYQSRacPrhXEF@BfZBfBbBhHjfZbABZbF`@ !BUwr~@O\}MwsWoG^}M{roiPF@`S}SVF|ZrOph?[]]OpEeD@F@bKvAOtD?_]^H_K\}o?xA`La}PS}}RGwWr@IH@c|ARGu}RGwWr@J??oy@rGu}RKwWr@K~Op	448903	=	5.4	nM	Kd	8.27	0.25	13.34	6.26			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
eh\TJH@EDhlio`PIAIe]f[]f}fW^hXTLN^`@fijfj`hHXa@Jaj`@ !B@XAH?K\B@XC~`K^B@TCSfA@ZkIb?@PD@zIM}M|a|o?xA@@a}_Xa}uxa|opDA@La}_Xa}ut`Bb@I??ha}_Xa}Mp	448902	=	6.2	nM	Kd	8.21	0.34	18.06	6.69			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
emW\ND@LEGHDCHVYUP@bfPrRRqIYJZJJKQIIQKISEJEPRPKIYxGEZ@Bffj`h@`JJjXPPnhIh@@ !B_T`BMtc|Mwuw_O{_uwtw?_z?M?wozig@nrm_id{__S_MtDa}stv?od`B?g|AopOWBOuH?Ta}Msv?_`F?@[|Ao{tH@}\wo[~~@[~}b@OWowx}b@OW	448901	=	26.3	nM	Kd	7.58	0.24	12.43	4.41			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ej^TJH@AFjnklRPICHhdlhhhdeDeKMeEDlmJFEC@TX@JZjjjZjB`aaDBjEj@@ !Boh@HPm^|_hB~PM]|ohBWWK`L^jB?WcUPhOe]|DMWWFadYGj_ouy?wnwpPGz]BDMW`db?WothPGy]|DNWPdbBRG?^`Gy]|DNW	448900	=	68.5	nM	Kd	7.16	0.26	14.03	6.41			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ee[TFH@AIaeh\QYPICHhdlhhhdheDdhXcmEEEmiPpiYt]Ss@ASUTETCTTEPPp`aUP}P@@ !BaEQ`YYg@aERDUIg@aEPq`LBYtMJw?MKO?HbfpK_}`CESYxANXAj{UK_|tl?Rs}KPKF_~@K_}Tv^@Sk_|tm@lY?x@m?uSFHAN`Dzw?Bqgm?w~@@	448899	=	27.4	nM	Kd	7.56	0.25	13.16	5.73			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ea]TF@@DM@OMdV^\bbTTTTTRRRVvJTTrRbNdfdSUPtIKUMMPUTEETDEDuA`QQMQ}P@@ !Bxo]@_bLW`daJK{~a`K{}rH_sTCTEguwpPh`BuxJHMm?Vw{}^ouy@ohA~dCUCUwsW_}z@oitHPu]BbOsWouz@ohA~g_ACewsWo}y]|DNW	448898	=	40.7	nM	Kd	7.39	0.25	13.47	5.6			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
edRTJ@@DA@Ek`X\bbTRbbbTRRQRufTr`baPsWSTuSAUPUEUTtRDuAu@@ !Bxo]@_bLW`db?hTho`KxEguwpawO@vTJH@m^?Wk}^OJc~_qJO`Kz@_dMWNGMmcwsW_}z]BDMWouz]|DNWo}y]|DNW	449075	=	62.5	nM	Kd	7.2	0.29	15.31	6.44			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
elZTF@@DI@OMghT\bbTTTTTRTRRqvLrfTdtJFZfZfjfBjhJJjijLBJEjKj@@ !BHS~Hw_]]JKpOx`g_|MwA`Nm[O`C_jWS{JCp~Orb|uwsWo@aBUZ~U[pa]BMvwo[S{wk|w_Cz@mswW_Cz@mstw_Kx@mst	449074	=	34.8	nM	Kd	7.46	0.29	15.33	5.65			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
enUTJ@@DE@EhZV\bbTRbbbRRRRuRbfRTQtDTrzJjAqZifhJhJbjBBbZHPFh^h@@ !B@[?p{[^}ZEpqOt}RBMw_f[bKJslA@Bb|oc~]CtE?mxJw``c]bCwRsr\supL~ow^BBCtA`M_}rKp~o{^BBMvHOPF@u?v~ow]B@XCW?P	449073	=	12.7	nM	Kd	7.9	0.28	14.82	7.06			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ebV\JH@AMH`fcd\PICHhdlheDdhhlXlhheeiPpii}C@ARuTuUUAPPqBAUDu@@ !Bp``@o`MHp`cBbHOHPhc@yktHCdBTqC\BBDI~@C]}Oh@HgS_|bHJw@jc\_h@w__@]MpIhWEx?_h@w__@]|Ivw@iz??`@w_P	449072	=	31.6	nM	Kd	7.5	0.28	15.07	6.02			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ej^\JD@ACKEC`\RPIAzPrJIJEJZIQIQQEIZKZYRaasr[Z@Bifjj``bjjXQAZcz`@ !B_h@w?H`B_dC~`D`B}vJWp?]bohBwO[D?cyK_zZo[?`@}ms\BMpJH`ksWoxDw?]uww[^w@g}A?h@w_]uwmpK~`C]}mxK~@C]}	449000	=	26.9	nM	Kd	7.57	0.28	14.68	6.07			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
emW\JD@GDj`dVYUPI@fPrJJIQYZEJZIQIQQEIZKZYQbSPpjkzFB@@BiiZj``bjjXHPAhih@@ !B@X@w`dc|M?vA`@D@mxI~_tc|upLw?Wx?mxKW?[^B{h@OG\g_}rH?RYl[W`BCuu_\e}qphhIwos{wWPLw@}_WOG|~ghCwWPOWU}q^`O]]Usq^@O]]	448999	=	22	nM	Kd	7.66	0.24	12.94	6.14			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
efQ\JH@AIH`ngbZPICHhdlheDdhhmCEBiheeiPpiiCc@AMUTuUUTEACBXETUD[T@@ !Bp``@OhMHp`cBBHOHP`c@YkvHcdBTQK\BbDK~@C_}ohCpGS\Bb@Iw@ba|Gk?~`C_}BMuA`K\BJKr~O?z@M?tHwP`}]xH~opD@uwt	448998	=	7.5	nM	Kd	8.12	0.29	15.46	7.01			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
efQ\FH@AIH`fkgbZPICHhdlheDdhhlXieDhdUiPpiiCc@AMUTuUUPUACBXETUTKT@@ !Bf]|_YXPkf]~YwxPkf]}Tn|?M?[]No{\Btl~{J{_}`CESYq|Zim~w@mKO?`Bw?UMg`CFw@k}Ntl|lFOx@m?uSYuMgmpKRs?x@m?t	448997	=	51.7	nM	Kd	7.29	0.26	13.81	5.03			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
ee[\JH@AIH`fcd\PICHhdlheDdhhlXlhheehcDePpii}BKK@AMUTuUUAPPt@@``UQMP@@ !Bp`b@OhOHp`cBBDLhp`c@YkvHcdBTQG\BbHK~@C_}ohCpGS\Bb@Jw`fa\?h@w?Ta}mxIH@`D??h@w?Ta}rGvw`oz?@P@w_\`CbHHAO|c}rOvAop	449071	=	9.7	nM	Kd	8.01	0.26	13.97	6.43			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 51 (13), 3804-3813 (2008)	18540668	10.1021/jm7015057	
